索引   文件名   耗时  数据最优解   实验最优解 
319   545_Instance_15_2_2_0,2_0,2_20_Rep0.txt   1.43   1259   2490 
319   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.02   6503   8186 
325   550_Instance_15_2_2_0,2_0,6_10_Rep0.txt   1.48   818   1138 
325   550_Instance_15_2_2_0,2_0,6_10_Rep0.txt   1.48   818   1138 
325   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8314 
330   555_Instance_15_2_2_0,2_0,6_20_Rep0.txt   1.43   692   1657 
330   555_Instance_15_2_2_0,2_0,6_20_Rep0.txt   1.43   692   1657 
330   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.05   6503   8338 
335   55_Instance_10_2_2_0,4_1_20_Rep0.txt   0.38   467   200 
335   55_Instance_10_2_2_0,4_1_20_Rep0.txt   0.38   467   200 
335   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.41   6503   7891 
336   560_Instance_15_2_2_0,2_1_10_Rep0.txt   1.38   53   259 
336   560_Instance_15_2_2_0,2_1_10_Rep0.txt   1.38   53   259 
336   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.45   6503   8633 
341   565_Instance_15_2_2_0,2_1_20_Rep0.txt   1.41   275   416 
341   565_Instance_15_2_2_0,2_1_20_Rep0.txt   1.41   275   416 
341   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.63   6503   8389 
347   570_Instance_15_2_2_0,4_0,2_10_Rep0.txt   1.36   2573   3203 
347   570_Instance_15_2_2_0,4_0,2_10_Rep0.txt   1.36   2573   3203 
347   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.36   6503   7796 
352   575_Instance_15_2_2_0,4_0,2_20_Rep0.txt   1.39   1122   2198 
352   575_Instance_15_2_2_0,4_0,2_20_Rep0.txt   1.39   1122   2198 
352   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   7820 
358   580_Instance_15_2_2_0,4_0,6_10_Rep0.txt   1.37   1547   2253 
358   580_Instance_15_2_2_0,4_0,6_10_Rep0.txt   1.37   1547   2253 
358   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   8227 
363   585_Instance_15_2_2_0,4_0,6_20_Rep0.txt   1.4   992   1647 
363   585_Instance_15_2_2_0,4_0,6_20_Rep0.txt   1.4   992   1647 
363   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.33   6503   8104 
369   590_Instance_15_2_2_0,4_1_10_Rep0.txt   1.34   888   1602 
369   590_Instance_15_2_2_0,4_1_10_Rep0.txt   1.34   888   1602 
369   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.12   6503   8127 
374   595_Instance_15_2_2_0,4_1_20_Rep0.txt   1.37   929   773 
374   595_Instance_15_2_2_0,4_1_20_Rep0.txt   1.37   929   773 
374   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   7915 
380   600_Instance_15_2_2_0,6_0,2_10_Rep0.txt   1.32   3947   5374 
380   600_Instance_15_2_2_0,6_0,2_10_Rep0.txt   1.32   3947   5374 
380   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.57   6503   7961 
385   605_Instance_15_2_2_0,6_0,2_20_Rep0.txt   1.33   4309   5975 
385   605_Instance_15_2_2_0,6_0,2_20_Rep0.txt   1.33   4309   5975 
385   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.02   6503   8646 
390   60_Instance_10_2_2_0,6_0,2_10_Rep0.txt   0.66   2600   2223 
390   60_Instance_10_2_2_0,6_0,2_10_Rep0.txt   0.66   2600   2223 
390   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.6   6503   8515 
391   610_Instance_15_2_2_0,6_0,6_10_Rep0.txt   1.33   2183   2717 
391   610_Instance_15_2_2_0,6_0,6_10_Rep0.txt   1.33   2183   2717 
391   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.75   6503   7711 
396   615_Instance_15_2_2_0,6_0,6_20_Rep0.txt   0.78   5816   6985 
396   615_Instance_15_2_2_0,6_0,6_20_Rep0.txt   0.78   5816   6985 
396   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.41   6503   8524 
402   620_Instance_15_2_2_0,6_1_10_Rep0.txt   0.71   4337   5011 
402   620_Instance_15_2_2_0,6_1_10_Rep0.txt   0.71   4337   5011 
402   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.35   6503   8406 
407   625_Instance_15_2_2_0,6_1_20_Rep0.txt   0.71   6128   6837 
407   625_Instance_15_2_2_0,6_1_20_Rep0.txt   0.71   6128   6837 
407   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.15   6503   8616 
413   630_Instance_15_2_3_0,2_0,2_10_Rep0.txt   2.07   2007   2453 
413   630_Instance_15_2_3_0,2_0,2_10_Rep0.txt   2.07   2007   2453 
413   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.48   6503   8453 
418   635_Instance_15_2_3_0,2_0,2_20_Rep0.txt   2.01   427   640 
418   635_Instance_15_2_3_0,2_0,2_20_Rep0.txt   2.01   427   640 
418   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.46   6503   8635 
424   640_Instance_15_2_3_0,2_0,6_10_Rep0.txt   2.04   329   708 
424   640_Instance_15_2_3_0,2_0,6_10_Rep0.txt   2.04   329   708 
424   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.05   6503   8043 
429   645_Instance_15_2_3_0,2_0,6_20_Rep0.txt   1.93   537   599 
429   645_Instance_15_2_3_0,2_0,6_20_Rep0.txt   1.93   537   599 
429   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.01   6503   8465 
435   650_Instance_15_2_3_0,2_1_10_Rep0.txt   1.98   28   194 
435   650_Instance_15_2_3_0,2_1_10_Rep0.txt   1.98   28   194 
435   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.29   6503   8280 
440   655_Instance_15_2_3_0,2_1_20_Rep0.txt   1.65   165   187 
440   655_Instance_15_2_3_0,2_1_20_Rep0.txt   1.65   165   187 
440   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.62   6503   7446 
445   65_Instance_10_2_2_0,6_0,2_20_Rep0.txt   0.68   2255   1299 
445   65_Instance_10_2_2_0,6_0,2_20_Rep0.txt   0.68   2255   1299 
445   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.94   6503   8563 
446   660_Instance_15_2_3_0,4_0,2_10_Rep0.txt   1.89   1725   2112 
446   660_Instance_15_2_3_0,4_0,2_10_Rep0.txt   1.89   1725   2112 
446   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.42   6503   6876 
451   665_Instance_15_2_3_0,4_0,2_20_Rep0.txt   1.8   999   1499 
451   665_Instance_15_2_3_0,4_0,2_20_Rep0.txt   1.8   999   1499 
451   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   8182 
457   670_Instance_15_2_3_0,4_0,6_10_Rep0.txt   1.84   797   1098 
457   670_Instance_15_2_3_0,4_0,6_10_Rep0.txt   1.84   797   1098 
457   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.73   6503   8353 
462   675_Instance_15_2_3_0,4_0,6_20_Rep0.txt   1.81   984   973 
462   675_Instance_15_2_3_0,4_0,6_20_Rep0.txt   1.81   984   973 
462   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.36   6503   8497 
468   680_Instance_15_2_3_0,4_1_10_Rep0.txt   0.79   2429   2994 
468   680_Instance_15_2_3_0,4_1_10_Rep0.txt   0.79   2429   2994 
468   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.33   6503   8405 
473   685_Instance_15_2_3_0,4_1_20_Rep0.txt   1.45   517   424 
473   685_Instance_15_2_3_0,4_1_20_Rep0.txt   1.45   517   424 
473   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.55   6503   8378 
479   690_Instance_15_2_3_0,6_0,2_10_Rep0.txt   1.77   2171   4166 
479   690_Instance_15_2_3_0,6_0,2_10_Rep0.txt   1.77   2171   4166 
479   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   8646 
484   695_Instance_15_2_3_0,6_0,2_20_Rep0.txt   1.83   3294   3936 
484   695_Instance_15_2_3_0,6_0,2_20_Rep0.txt   1.83   3294   3936 
484   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   7636 
490   700_Instance_15_2_3_0,6_0,6_10_Rep0.txt   0.72   4146   3849 
490   700_Instance_15_2_3_0,6_0,6_10_Rep0.txt   0.72   4146   3849 
490   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.4   6503   8562 
495   705_Instance_15_2_3_0,6_0,6_20_Rep0.txt   1.45   2922   2797 
495   705_Instance_15_2_3_0,6_0,6_20_Rep0.txt   1.45   2922   2797 
495   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   8646 
500   70_Instance_10_2_2_0,6_0,6_10_Rep0.txt   0.66   1922   1671 
500   70_Instance_10_2_2_0,6_0,6_10_Rep0.txt   0.66   1922   1671 
500   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   8563 
501   710_Instance_15_2_3_0,6_1_10_Rep0.txt   1.81   2386   2681 
501   710_Instance_15_2_3_0,6_1_10_Rep0.txt   1.81   2386   2681 
501   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   8136 
506   715_Instance_15_2_3_0,6_1_20_Rep0.txt   0.8   4083   4514 
506   715_Instance_15_2_3_0,6_1_20_Rep0.txt   0.8   4083   4514 
506   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.5   6503   8487 
515   75_Instance_10_2_2_0,6_0,6_20_Rep0.txt   0.43   1310   1169 
515   75_Instance_10_2_2_0,6_0,6_20_Rep0.txt   0.43   1310   1169 
515   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.1   6503   7205 
520   80_Instance_10_2_2_0,6_1_10_Rep0.txt   0.36   2379   2290 
520   80_Instance_10_2_2_0,6_1_10_Rep0.txt   0.36   2379   2290 
520   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.46   6503   8639 
525   85_Instance_10_2_2_0,6_1_20_Rep0.txt   0.37   1339   432 
525   85_Instance_10_2_2_0,6_1_20_Rep0.txt   0.37   1339   432 
525   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.7   6503   7898 
530   90_Instance_10_2_3_0,2_0,2_10_Rep0.txt   0.96   216   260 
530   90_Instance_10_2_3_0,2_0,2_10_Rep0.txt   0.96   216   260 
530   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.81   6503   8550 
535   95_Instance_10_2_3_0,2_0,2_20_Rep0.txt   0.39   341   245 
535   95_Instance_10_2_3_0,2_0,2_20_Rep0.txt   0.39   341   245 
535   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.1   6503   8168 
541   01_Instance_10_2_2_0,2_0,2_10_Rep1.txt   0.7   906   1041 
541   01_Instance_10_2_2_0,2_0,2_10_Rep1.txt   0.7   906   1041 
541   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   7586 
546   06_Instance_10_2_2_0,2_0,2_20_Rep1.txt   0.69   535   547 
546   06_Instance_10_2_2_0,2_0,2_20_Rep1.txt   0.69   535   547 
546   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.41   6503   8614 
551   101_Instance_10_2_3_0,2_0,6_10_Rep1.txt   0.93   400   422 
551   101_Instance_10_2_3_0,2_0,6_10_Rep1.txt   0.93   400   422 
551   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.6   6503   8226 
556   106_Instance_10_2_3_0,2_0,6_20_Rep1.txt   0.43   50   75 
556   106_Instance_10_2_3_0,2_0,6_20_Rep1.txt   0.43   50   75 
556   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.31   6503   8405 
559   1081_Instance_20_2_2_0,2_0,2_10_Rep1.txt   2.51   2630   4454 
559   1081_Instance_20_2_2_0,2_0,2_10_Rep1.txt   2.51   2630   4454 
559   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.18   6503   7810 
564   1086_Instance_20_2_2_0,2_0,2_20_Rep1.txt   2.62   2053   3663 
564   1086_Instance_20_2_2_0,2_0,2_20_Rep1.txt   2.62   2053   3663 
564   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.3   6503   7784 
570   1091_Instance_20_2_2_0,2_0,6_10_Rep1.txt   2.52   797   2232 
570   1091_Instance_20_2_2_0,2_0,6_10_Rep1.txt   2.52   797   2232 
570   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.42   6503   8615 
575   1096_Instance_20_2_2_0,2_0,6_20_Rep1.txt   2.53   361   946 
575   1096_Instance_20_2_2_0,2_0,6_20_Rep1.txt   2.53   361   946 
575   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   8449 
582   1101_Instance_20_2_2_0,2_1_10_Rep1.txt   2.53   95   353 
582   1101_Instance_20_2_2_0,2_1_10_Rep1.txt   2.53   95   353 
582   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   8236 
587   1106_Instance_20_2_2_0,2_1_20_Rep1.txt   2.54   20   217 
587   1106_Instance_20_2_2_0,2_1_20_Rep1.txt   2.54   20   217 
587   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.27   6503   7112 
593   1111_Instance_20_2_2_0,4_0,2_10_Rep1.txt   2.47   2576   4653 
593   1111_Instance_20_2_2_0,4_0,2_10_Rep1.txt   2.47   2576   4653 
593   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   8384 
598   1116_Instance_20_2_2_0,4_0,2_20_Rep1.txt   2.35   3923   6557 
598   1116_Instance_20_2_2_0,4_0,2_20_Rep1.txt   2.35   3923   6557 
598   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   8531 
602   111_Instance_10_2_3_0,2_1_10_Rep1.txt   0.38   787   556 
602   111_Instance_10_2_3_0,2_1_10_Rep1.txt   0.38   787   556 
602   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.38   6503   7828 
604   1121_Instance_20_2_2_0,4_0,6_10_Rep1.txt   2.42   2169   3875 
604   1121_Instance_20_2_2_0,4_0,6_10_Rep1.txt   2.42   2169   3875 
604   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8074 
609   1126_Instance_20_2_2_0,4_0,6_20_Rep1.txt   2.48   949   2711 
609   1126_Instance_20_2_2_0,4_0,6_20_Rep1.txt   2.48   949   2711 
609   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.03   6503   8382 
615   1131_Instance_20_2_2_0,4_1_10_Rep1.txt   2.16   1596   1473 
615   1131_Instance_20_2_2_0,4_1_10_Rep1.txt   2.16   1596   1473 
615   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.34   6503   7272 
620   1136_Instance_20_2_2_0,4_1_20_Rep1.txt   2.27   1061   1028 
620   1136_Instance_20_2_2_0,4_1_20_Rep1.txt   2.27   1061   1028 
620   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.94   6503   7904 
626   1141_Instance_20_2_2_0,6_0,2_10_Rep1.txt   2.3   5988   6314 
626   1141_Instance_20_2_2_0,6_0,2_10_Rep1.txt   2.3   5988   6314 
626   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.38   6503   7929 
631   1146_Instance_20_2_2_0,6_0,2_20_Rep1.txt   2.33   4631   6246 
631   1146_Instance_20_2_2_0,6_0,2_20_Rep1.txt   2.33   4631   6246 
631   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.14   6503   8026 
637   1151_Instance_20_2_2_0,6_0,6_10_Rep1.txt   2.01   5763   7799 
637   1151_Instance_20_2_2_0,6_0,6_10_Rep1.txt   2.01   5763   7799 
637   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.04   6503   7995 
642   1156_Instance_20_2_2_0,6_0,6_20_Rep1.txt   1.23   8421   8292 
642   1156_Instance_20_2_2_0,6_0,6_20_Rep1.txt   1.23   8421   8292 
642   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.12   6503   7537 
648   1161_Instance_20_2_2_0,6_1_10_Rep1.txt   1.15   5209   5301 
648   1161_Instance_20_2_2_0,6_1_10_Rep1.txt   1.15   5209   5301 
648   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.29   6503   7784 
653   1166_Instance_20_2_2_0,6_1_20_Rep1.txt   1.23   4448   4673 
653   1166_Instance_20_2_2_0,6_1_20_Rep1.txt   1.23   4448   4673 
653   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   7848 
659   1171_Instance_20_2_3_0,2_0,2_10_Rep1.txt   3.73   873   1326 
659   1171_Instance_20_2_3_0,2_0,2_10_Rep1.txt   3.73   873   1326 
659   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.11   6503   8638 
664   1176_Instance_20_2_3_0,2_0,2_20_Rep1.txt   3.66   1219   2129 
664   1176_Instance_20_2_3_0,2_0,2_20_Rep1.txt   3.66   1219   2129 
664   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.22   6503   7965 
670   1181_Instance_20_2_3_0,2_0,6_10_Rep1.txt   3.72   1123   1528 
670   1181_Instance_20_2_3_0,2_0,6_10_Rep1.txt   3.72   1123   1528 
670   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.43   6503   8138 
675   1186_Instance_20_2_3_0,2_0,6_20_Rep1.txt   3.35   670   1547 
675   1186_Instance_20_2_3_0,2_0,6_20_Rep1.txt   3.35   670   1547 
675   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.39   6503   7993 
681   1191_Instance_20_2_3_0,2_1_10_Rep1.txt   1.38   194   231 
681   1191_Instance_20_2_3_0,2_1_10_Rep1.txt   1.38   194   231 
681   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.11   6503   8193 
686   1196_Instance_20_2_3_0,2_1_20_Rep1.txt   3.19   254   626 
686   1196_Instance_20_2_3_0,2_1_20_Rep1.txt   3.19   254   626 
686   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8082 
691   11_Instance_10_2_2_0,2_0,6_10_Rep1.txt   0.69   435   542 
691   11_Instance_10_2_2_0,2_0,6_10_Rep1.txt   0.69   435   542 
691   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.65   6503   7798 
693   1201_Instance_20_2_3_0,4_0,2_10_Rep1.txt   3.14   2670   3885 
693   1201_Instance_20_2_3_0,4_0,2_10_Rep1.txt   3.14   2670   3885 
693   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.55   6503   8500 
698   1206_Instance_20_2_3_0,4_0,2_20_Rep1.txt   3.42   1532   2502 
698   1206_Instance_20_2_3_0,4_0,2_20_Rep1.txt   3.42   1532   2502 
698   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.72   6503   8093 
704   1211_Instance_20_2_3_0,4_0,6_10_Rep1.txt   3.04   2300   2193 
704   1211_Instance_20_2_3_0,4_0,6_10_Rep1.txt   3.04   2300   2193 
704   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.7   6503   8555 
709   1216_Instance_20_2_3_0,4_0,6_20_Rep1.txt   3.13   2683   3783 
709   1216_Instance_20_2_3_0,4_0,6_20_Rep1.txt   3.13   2683   3783 
709   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.82   6503   8493 
713   121_Instance_10_2_3_0,4_0,2_10_Rep1.txt   0.94   324   404 
713   121_Instance_10_2_3_0,4_0,2_10_Rep1.txt   0.94   324   404 
713   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.21   6503   8646 
715   1221_Instance_20_2_3_0,4_1_10_Rep1.txt   3.17   1721   1882 
715   1221_Instance_20_2_3_0,4_1_10_Rep1.txt   3.17   1721   1882 
715   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   8225 
720   1226_Instance_20_2_3_0,4_1_20_Rep1.txt   1.24   2737   2257 
720   1226_Instance_20_2_3_0,4_1_20_Rep1.txt   1.24   2737   2257 
720   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8026 
726   1231_Instance_20_2_3_0,6_0,2_10_Rep1.txt   3.12   5440   6367 
726   1231_Instance_20_2_3_0,6_0,2_10_Rep1.txt   3.12   5440   6367 
726   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.67   6503   8623 
731   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.34   6503   8031 
731   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.34   6503   8031 
731   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   6819 
737   1241_Instance_20_2_3_0,6_0,6_10_Rep1.txt   3.17   1753   3349 
737   1241_Instance_20_2_3_0,6_0,6_10_Rep1.txt   3.17   1753   3349 
737   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.12   6503   7467 
742   1246_Instance_20_2_3_0,6_0,6_20_Rep1.txt   1.24   2517   3085 
742   1246_Instance_20_2_3_0,6_0,6_20_Rep1.txt   1.24   2517   3085 
742   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.14   6503   8168 
748   1251_Instance_20_2_3_0,6_1_10_Rep1.txt   1.27   7247   9318 
748   1251_Instance_20_2_3_0,6_1_10_Rep1.txt   1.27   7247   9318 
748   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.38   6503   8004 
753   1256_Instance_20_2_3_0,6_1_20_Rep1.txt   1.32   5435   6525 
753   1256_Instance_20_2_3_0,6_1_20_Rep1.txt   1.32   5435   6525 
753   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   8055 
758   126_Instance_10_2_3_0,4_0,2_20_Rep1.txt   0.44   1268   1335 
758   126_Instance_10_2_3_0,4_0,2_20_Rep1.txt   0.44   1268   1335 
758   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   8276 
764   131_Instance_10_2_3_0,4_0,6_10_Rep1.txt   0.38   5   1389 
764   131_Instance_10_2_3_0,4_0,6_10_Rep1.txt   0.38   5   1389 
764   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.0   6503   7525 
769   136_Instance_10_2_3_0,4_0,6_20_Rep1.txt   0.37   1534   1677 
769   136_Instance_10_2_3_0,4_0,6_20_Rep1.txt   0.37   1534   1677 
769   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.65   6503   8611 
775   141_Instance_10_2_3_0,4_1_10_Rep1.txt   0.38   754   538 
775   141_Instance_10_2_3_0,4_1_10_Rep1.txt   0.38   754   538 
775   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   8282 
780   146_Instance_10_2_3_0,4_1_20_Rep1.txt   0.39   6   2709 
780   146_Instance_10_2_3_0,4_1_20_Rep1.txt   0.39   6   2709 
780   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.17   6503   8376 
786   151_Instance_10_2_3_0,6_0,2_10_Rep1.txt   0.37   2778   3665 
786   151_Instance_10_2_3_0,6_0,2_10_Rep1.txt   0.37   2778   3665 
786   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.51   6503   8189 
791   156_Instance_10_2_3_0,6_0,2_20_Rep1.txt   0.38   1866   2635 
791   156_Instance_10_2_3_0,6_0,2_20_Rep1.txt   0.38   1866   2635 
791   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.35   6503   8527 
797   161_Instance_10_2_3_0,6_0,6_10_Rep1.txt   0.37   2404   2574 
797   161_Instance_10_2_3_0,6_0,6_10_Rep1.txt   0.37   2404   2574 
797   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.94   6503   8074 
802   166_Instance_10_2_3_0,6_0,6_20_Rep1.txt   0.38   2545   2434 
802   166_Instance_10_2_3_0,6_0,6_20_Rep1.txt   0.38   2545   2434 
802   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.39   6503   8535 
806   16_Instance_10_2_2_0,2_0,6_20_Rep1.txt   0.73   185   348 
806   16_Instance_10_2_2_0,2_0,6_20_Rep1.txt   0.73   185   348 
806   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.29   6503   6310 
808   171_Instance_10_2_3_0,6_1_10_Rep1.txt   0.39   4057   4609 
808   171_Instance_10_2_3_0,6_1_10_Rep1.txt   0.39   4057   4609 
808   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.22   6503   7446 
813   176_Instance_10_2_3_0,6_1_20_Rep1.txt   0.38   992   1028 
813   176_Instance_10_2_3_0,6_1_20_Rep1.txt   0.38   992   1028 
813   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.11   6503   7586 
821   21_Instance_10_2_2_0,2_1_10_Rep1.txt   0.69   259   318 
821   21_Instance_10_2_2_0,2_1_10_Rep1.txt   0.69   259   318 
821   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.43   6503   8607 
826   26_Instance_10_2_2_0,2_1_20_Rep1.txt   0.67   108   127 
826   26_Instance_10_2_2_0,2_1_20_Rep1.txt   0.67   108   127 
826   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.9   6503   8556 
831   31_Instance_10_2_2_0,4_0,2_10_Rep1.txt   0.69   1564   1329 
831   31_Instance_10_2_2_0,4_0,2_10_Rep1.txt   0.69   1564   1329 
831   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   7952 
836   36_Instance_10_2_2_0,4_0,2_20_Rep1.txt   0.68   1902   1839 
836   36_Instance_10_2_2_0,4_0,2_20_Rep1.txt   0.68   1902   1839 
836   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.75   6503   8485 
841   41_Instance_10_2_2_0,4_0,6_10_Rep1.txt   0.69   1325   1007 
841   41_Instance_10_2_2_0,4_0,6_10_Rep1.txt   0.69   1325   1007 
841   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.38   6503   7983 
846   46_Instance_10_2_2_0,4_0,6_20_Rep1.txt   0.67   1196   767 
846   46_Instance_10_2_2_0,4_0,6_20_Rep1.txt   0.67   1196   767 
846   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.16   6503   8214 
851   51_Instance_10_2_2_0,4_1_10_Rep1.txt   0.63   2616   2107 
851   51_Instance_10_2_2_0,4_1_10_Rep1.txt   0.63   2616   2107 
851   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.55   6503   8245 
855   541_Instance_15_2_2_0,2_0,2_10_Rep1.txt   1.51   1907   2525 
855   541_Instance_15_2_2_0,2_0,2_10_Rep1.txt   1.51   1907   2525 
855   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   8381 
860   546_Instance_15_2_2_0,2_0,2_20_Rep1.txt   1.47   895   1919 
860   546_Instance_15_2_2_0,2_0,2_20_Rep1.txt   1.47   895   1919 
860   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.44   6503   7972 
866   551_Instance_15_2_2_0,2_0,6_10_Rep1.txt   1.56   1110   1965 
866   551_Instance_15_2_2_0,2_0,6_10_Rep1.txt   1.56   1110   1965 
866   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.22   6503   8070 
871   556_Instance_15_2_2_0,2_0,6_20_Rep1.txt   1.55   121   344 
